Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
25,"Markeese Hastings, Western Mich. (MAC)",Jr.,6-7,F,31,289,9.3,2023
26,"Nelly Joseph, Iona (MAAC)",Jr.,6-9,F,35,326,9.3,2023
27,"Brandon Brown, Wagner (NEC)",Sr.,6-5,G,28,260,9.3,2023
28,"Grant Nelson, North Dakota St. (Summit League)",Jr.,6-11,F,30,278,9.3,2023
29,"Callum McRae, Sacramento St. (Big Sky)",Sr.,7-1,C,32,296,9.2,2023
30,"Bryant Selebangue , Tulsa (AAC)",So.,6-9,F,30,277,9.2,2023
31,"Dwight Wilson, Ohio (MAC)",Sr.,6-8,F,32,295,9.2,2023
32,"Drew Pember, UNC Asheville (Big South)",Sr.,6-10,F,35,320,9.1,2023
32,"Azuolas Tubelis, Arizona (Pac-12)",Jr.,6-11,F,35,320,9.1,2023
34,"Myron Gardner, Little Rock (OVC)",Sr.,6-6,G,30,274,9.1,2023
35,"Kevin Osawe, NJIT (America East)",Sr.,6-6,F,30,271,9,2023
36,"Hunter Dickinson, Michigan (Big Ten)",Jr.,7-1,C,34,307,9,2023
37,"Kevin Samuel, South Alabama (Sun Belt)",Sr.,7-0,C,34,305,9,2023
38,"Kyle Filipowski, Duke (ACC)",Fr.,7-0,C,36,322,8.9,2023
39,"Joirdon Karl Nicholas, Texas Southern (SWAC)",Sr.,6-9,F,30,266,8.9,2023
40,"Josiah Harris, St. Francis Brooklyn (NEC)",Jr.,6-8,F,29,256,8.8,2023
41,"Jahsean Corbett, Chicago St. (DI Independent)",So.,6-6,G,31,273,8.8,2023
42,"Amari Williams, Drexel (CAA)",Jr.,6-10,F,30,264,8.8,2023
43,"Aboubacar Traore, Long Beach St. (Big West)",So.,6-5,F,33,290,8.8,2023
44,"Brandin Podziemski, Santa Clara (WCC)",So.,6-5,G,32,280,8.8,2023
45,"Gerrale Gates, Holy Cross (Patriot)",Sr.,6-6,F,31,271,8.7,2023
46,"Brandon Noel, Wright St. (Horizon)",Fr.,6-8,F,33,288,8.7,2023
47,"Mekhi Long, Old Dominion (Sun Belt)",Jr.,6-7,G,30,261,8.7,2023
48,"Christian Ray, Delaware (CAA)",Sr.,6-6,G,33,287,8.7,2023
49,"Payton Sparks, Ball St. (MAC)",So.,6-9,C,31,269,8.7,2023
50,"Toumani Camara, Dayton (Atlantic 10)",Jr.,6-8,F,34,294,8.6,2023
51,"Oumar Ballo, Arizona (Pac-12)",So.,7-0,C,35,302,8.6,2023
52,"Jordan Brown, Louisiana (Sun Belt)",Jr.,6-11,F,33,284,8.6,2023
53,"Tyzhaun Claude, Western Caro. (SoCon)",Jr.,6-8,F,31,266,8.6,2023
54,"Russel Tchewa, South Fla. (AAC)",Sr.,7-0,C,30,257,8.6,2023
55,"Josh Bannan, Montana (Big Sky)",Jr.,6-10,F,31,265,8.5,2023
55,"Supreme Cook, Fairfield (MAAC)",Jr.,6-9,F,31,265,8.5,2023
57,"Tytan Anderson, UNI (MVC)",So.,6-6,G,32,273,8.5,2023
58,"Tolu Smith, Mississippi St. (SEC)",Sr.,6-11,F,34,289,8.5,2023
58,"Chris Ledlum, Harvard (Ivy League)",Sr.,6-6,F,28,238,8.5,2023
60,"DeeJuan Pruitt, SIUE (OVC)",So.,6-8,F,29,246,8.5,2023
61,"Francis Okoro, Saint Louis (Atlantic 10)",Sr.,6-9,F,32,271,8.5,2023
62,"Bryce Hopkins, Providence (Big East)",So.,6-7,F,33,279,8.5,2023
63,"Andre Snoddy, Central Conn. St. (NEC)",So.,6-6,G,32,270,8.4,2023
64,"Trey Jemison, UAB (C-USA)",Sr.,6-11,C,39,329,8.4,2023
65,"Earl Timberlake, Bryant (America East)",Jr.,6-6,G,28,236,8.4,2023
66,"Johni Broome, Auburn (SEC)",So.,6-10,F,33,277,8.4,2023
67,"N'Faly Dante, Oregon (Pac-12)",Sr.,6-11,C,31,260,8.4,2023
68,"Mouhamed Gueye, Washington St. (Pac-12)",So.,6-11,F,33,276,8.4,2023
69,"Bryce Johnson, Sacred Heart (NEC)",Jr.,6-6,F,33,273,8.3,2023
69,"Kahliel Spear, Robert Morris (Horizon)",Sr.,6-7,F,33,273,8.3,2023
71,"Baylor Scheierman, Creighton (Big East)",Jr.,6-7,G,37,306,8.3,2023
72,"Jacob Germany, UTSA (C-USA)",Sr.,6-11,C,30,248,8.3,2023
73,"Josh Cohen, Saint Francis (PA) (NEC)",Jr.,6-10,F,31,256,8.3,2023
73,"Nathaniel Pollard, Jr., UMES (MEAC)",Sr.,6-5,F,31,256,8.3,2023
75,"Jalen Wilson, Kansas (Big 12)",Jr.,6-8,F,36,297,8.2,2023
76,"Brandon Miller, Alabama (SEC)",Fr.,6-9,F,37,305,8.2,2023
77,"Jaime Jaquez Jr., UCLA (Pac-12)",Sr.,6-7,G,37,304,8.2,2023
78,"DeAndre Williams, Memphis (AAC)",Sr.,6-9,F,35,286,8.2,2023
79,"Kelton Talford, Winthrop (Big South)",Jr.,6-7,F,30,245,8.2,2023
80,"Roger McFarlane, Southeastern La. (Southland)",So.,6-5,G,31,253,8.2,2023
81,"Nana Owusu-Anane, Brown (Ivy League)",So.,6-8,F,25,204,8.2,2023
82,"Brandon Johnson, East Carolina (AAC)",So.,6-8,F,32,260,8.1,2023
82,"Ra Kpedi, Purdue Fort Wayne (Horizon)",Sr.,6-9,F,32,260,8.1,2023
84,"Ja'von Franklin, Georgia Tech (ACC)",Sr.,6-7,F,32,259,8.1,2023
85,"DaRon Holmes II, Dayton (Atlantic 10)",So.,6-10,F,34,275,8.1,2023
86,"Moussa Cisse, Oklahoma St. (Big 12)",Jr.,6-10,C,32,257,8,2023
87,"Thomas Howell, ULM (Sun Belt)",So.,6-8,F,32,256,8,2023
87,"Rienk Mast, Bradley (MVC)",Jr.,6-9,F,29,232,8,2023
89,"Charles Thompson, Towson (CAA)",Sr.,6-7,F,33,263,8,2023
90,"Josh Oduro, George Mason (Atlantic 10)",Sr.,6-9,F,33,262,7.9,2023
91,"Kris Murray, Iowa (Big Ten)",Jr.,6-8,F,29,230,7.9,2023
92,"Noah Clowney, Alabama (SEC)",Fr.,6-10,F,36,285,7.9,2023
93,"Fousseyni Traore, BYU (WCC)",So.,6-6,F,33,259,7.8,2023
94,"Isaac Jones, Idaho (Big Sky)",Jr.,6-8,F,31,243,7.8,2023
95,"Shemar Wilson, UT Arlington (WAC)",So.,6-9,F,24,188,7.8,2023
96,"Carson Towt, Northern Ariz. (Big Sky)",So.,6-7,F,35,274,7.8,2023
97,"Jack Nunge, Xavier (Big East)",Sr.,7-0,F,37,289,7.8,2023
98,"Kyrese Mullen, Hampton (CAA)",Fr.,6-7,F,30,232,7.7,2023
99,"Colin Castleton, Florida (SEC)",Sr.,6-11,F,26,201,7.7,2023
100,"J'Wan Roberts, Houston (AAC)",Jr.,6-7,F,37,285,7.7,2023
101,"KJ Williams, LSU (SEC)",Sr.,6-10,F,33,254,7.7,2023
102,"Adama Sanogo, UConn (Big East)",Jr.,6-9,F,39,299,7.7,2023
103,"Jamarion Sharp, Western Ky. (C-USA)",Sr.,7-5,C,32,245,7.7,2023
104,"Max Fiedler, Rice (C-USA)",Jr.,6-11,F,35,267,7.6,2023
104,"Mitchell Saxen, Saint Mary's (CA) (WCC)",Jr.,6-10,C,35,267,7.6,2023
106,"Abdoul Karim Coulibaly, UMass Lowell (America East)",Jr.,6-8,F,32,244,7.6,2023
107,"Gabe McGlothan, Grand Canyon (WAC)",Jr.,6-8,F,36,274,7.6,2023
108,"Ricky Lindo Jr., George Washington (Atlantic 10)",Sr.,6-8,F,32,243,7.6,2023
109,"Trey Townsend, Oakland (Horizon)",So.,6-6,F,32,242,7.6,2023
110,"Filip Rebraca, Iowa (Big Ten)",Sr.,6-9,F,33,249,7.5,2023
111,"Drew Timme, Gonzaga (WCC)",Sr.,6-10,F,37,279,7.5,2023
112,"Jaden Seymour, ETSU (SoCon)",So.,6-8,F,29,218,7.5,2023
113,"Jonathan Beagle, UAlbany (America East)",Fr.,6-9,F,31,233,7.5,2023
114,"Isaiah Cozart, Eastern Ky. (ASUN)",Sr.,6-7,F,37,278,7.5,2023
115,"Ed Croswell, Providence (Big East)",Sr.,6-8,F,33,247,7.5,2023
116,"Branden Carlson, Utah (Pac-12)",Sr.,7-0,C,31,232,7.5,2023
117,"Terence Lewis II, Louisiana (Sun Belt)",Sr.,6-7,F,34,254,7.5,2023
118,"Matthew Cleveland, Florida St. (ACC)",So.,6-7,G,30,223,7.4,2023
119,"Jalen Hampton, Northwestern St. (Southland)",Fr.,6-6,G,33,245,7.4,2023
120,"Jalen Pickett, Penn St. (Big Ten)",Sr.,6-4,G,37,274,7.4,2023
121,"Vonterius Woolbright, Western Caro. (SoCon)",Sr.,6-5,G,33,244,7.4,2023
122,"Tyler Burton, Richmond (Atlantic 10)",Sr.,6-7,F,33,243,7.4,2023
122,"Justyn Mutts, Virginia Tech (ACC)",Sr.,6-7,F,33,243,7.4,2023
124,"Alex Gross, Morehead St. (OVC)",Sr.,6-10,F,34,250,7.4,2023
125,"Andrei Savrasov, Ga. Southern (Sun Belt)",Sr.,6-7,F,29,213,7.3,2023
126,"Kendall Lewis, Illinois St. (MVC)",Sr.,6-8,F,32,235,7.3,2023
127,"Jesiah West, Western Ill. (Summit League)",Jr.,6-5,F,30,220,7.3,2023
128,"LaQuill Hardnett, Buffalo (MAC)",Sr.,6-8,F,31,227,7.3,2023
129,"Darnell Brodie, Drake (MVC)",Sr.,6-9,F,35,256,7.3,2023
130,"Samuell Williamson, SMU (AAC)",Sr.,6-7,F,32,234,7.3,2023
131,"Josiah Allick, New Mexico (Mountain West)",Sr.,6-8,F,34,248,7.3,2023
132,"Jaylen Sebree, Tennessee Tech (OVC)",Sr.,6-7,F,33,240,7.3,2023
132,"Darrion Williams, Nevada (Mountain West)",Fr.,6-6,F,33,240,7.3,2023
134,"Sage Tolbert, San Jose St. (Mountain West)",Jr.,6-8,F,35,254,7.3,2023
135,"Caden Pierce, Princeton (Ivy League)",Fr.,6-6,F,32,232,7.2,2023
136,"Malek Green, Youngstown St. (Horizon)",Sr.,6-7,F,34,245,7.2,2023
136,"Julian Reese, Maryland (Big Ten)",So.,6-9,F,34,245,7.2,2023
136,"Connor Vanover, Oral Roberts (Summit League)",Sr.,7-3,F,34,245,7.2,2023
139,"Taeshaud Jackson, VMI (SoCon)",Fr.,6-4,G,31,223,7.2,2023
140,"Tanner Groves, Oklahoma (Big 12)",Sr.,6-10,F,32,230,7.2,2023
140,"Dalton Knecht, Northern Colo. (Big Sky)",Sr.,6-6,G,32,230,7.2,2023
140,"Nate Laszewski, Notre Dame (ACC)",Sr.,6-10,F,32,230,7.2,2023
143,"Dame Adelekun, Dartmouth (Ivy League)",Sr.,6-8,F,27,194,7.2,2023
143,"Paxson Wojcik, Brown (Ivy League)",Sr.,6-4,G,27,194,7.2,2023
145,"Robin Duncan, Vermont (America East)",Sr.,6-5,G,34,244,7.2,2023
146,"Antwan Walker, Bryant (America East)",Sr.,6-7,F,30,215,7.2,2023
147,"Ahmard Harvey, High Point (Big South)",Jr.,6-7,F,31,222,7.2,2023
147,"Braxton Meah, Washington (Pac-12)",Jr.,7-1,C,31,222,7.2,2023
147,"Jevon Porter, Pepperdine (WCC)",Fr.,6-11,F,31,222,7.2,2023
150,"Alex Timmerman, Bucknell (Patriot)",Sr.,6-10,F,32,229,7.2,2023
151,"Derrick Walker, Nebraska (Big Ten)",Sr.,6-9,F,27,193,7.1,2023
152,"Jaylen Bates, Florida A&M (SWAC)",Jr.,6-7,F,28,200,7.1,2023
153,"Kris Bankston, Norfolk St. (MEAC)",Sr.,6-8,F,32,228,7.1,2023
154,"Zay Williams, Troy (Sun Belt)",Sr.,6-9,F,33,235,7.1,2023
155,"Yuto Yamanouchi, Lamar University (Southland)",Fr.,6-10,C,28,199,7.1,2023
156,"Qudus Wahab, Georgetown (Big East)",Sr.,6-11,C,29,206,7.1,2023
157,"Toby Okani, UIC (MVC)",Jr.,6-8,G,32,227,7.1,2023
158,"Viktor Lakhin, Cincinnati (AAC)",So.,6-11,F,33,234,7.1,2023
159,"Kyle Bowen, Saint Mary's (CA) (WCC)",Sr.,6-8,F,35,248,7.1,2023
160,"Jalen Slawson, Furman (SoCon)",Sr.,6-7,F,36,255,7.1,2023
161,"Yahuza Rasas, Prairie View (SWAC)",Sr.,6-7,F,26,184,7.1,2023
162,"Jordan O'Neal, Alabama St. (SWAC)",Jr.,6-7,F,27,191,7.1,2023
163,"Mohammed Abdulsalam, UNC Greensboro (SoCon)",Sr.,6-9,F,32,226,7.1,2023
164,"Joey Hauser, Michigan St. (Big Ten)",Sr.,6-9,F,34,239,7,2023
165,"Kevin McCullar, Kansas (Big 12)",Sr.,6-8,G,34,238,7,2023
165,"Justin Archer, Radford (Big South)",So.,6-7,F,32,224,7,2023
165,"Jace Carter, UIC (MVC)",So.,6-5,G,30,210,7,2023
168,"Taylor Hendricks, UCF (AAC)",Fr.,6-9,F,34,237,7,2023
169,"Cameron Holden, Towson (CAA)",Sr.,6-5,F,30,209,7,2023
169,"Jonathan Mogbo, Missouri St. (MVC)",Jr.,6-8,F,30,209,7,2023
171,"Steven Crowl, Wisconsin (Big Ten)",Jr.,7-0,F,35,243,6.9,2023
172,"Victor Bafutto, ULM (Sun Belt)",Sr.,6-10,C,32,222,6.9,2023
172,"Efe Odigie, SMU (AAC)",Sr.,6-9,F,32,222,6.9,2023
174,"Deshawndre Washington, New Mexico St. (WAC)",Jr.,6-7,G,24,166,6.9,2023
175,"Jay Pal, Campbell (Big South)",Sr.,6-9,F,32,221,6.9,2023
176,"Daniel Deaver, Navy (Patriot)",Sr.,6-8,F,31,214,6.9,2023
177,"Jalen DeLoach, VCU (Atlantic 10)",So.,6-9,F,34,234,6.9,2023
178,"Warren Washington, Arizona St. (Pac-12)",Jr.,7-0,F,34,233,6.9,2023
179,"Manny Littles, Nicholls (Southland)",Sr.,6-7,F,27,185,6.9,2023
180,"Damian Forrest, North Ala. (ASUN)",Jr.,6-10,F,33,226,6.8,2023
181,"Paul Otieno, Quinnipiac (MAAC)",Jr.,6-8,F,32,219,6.8,2023
182,"Keli Leaupepe, LMU (CA) (WCC)",Sr.,6-6,F,31,212,6.8,2023
183,"Marcellus Earlington, San Diego (WCC)",Sr.,6-6,F,30,205,6.8,2023
184,"Ja'Heim Hudson, Georgia St. (Sun Belt)",So.,6-7,F,29,198,6.8,2023
185,"Carlos Curry, Ga. Southern (Sun Belt)",Sr.,6-11,F,32,218,6.8,2023
186,"Harrison Butler, Southern Utah (WAC)",Sr.,6-5,F,37,252,6.8,2023
187,"David Jones, St. John's (NY) (Big East)",Jr.,6-6,F,31,211,6.8,2023
188,"Keyontae Johnson, Kansas St. (Big 12)",Sr.,6-5,F,36,245,6.8,2023
188,"Jarace Walker, Houston (AAC)",Fr.,6-8,F,36,245,6.8,2023
190,"Mervin James, Rider (MAAC)",Jr.,6-7,F,30,204,6.8,2023
191,"Jacob Toppin, Kentucky (SEC)",Sr.,6-9,F,33,224,6.8,2023
192,"Dan Akin, Utah St. (Mountain West)",Sr.,6-9,F,35,237,6.8,2023
193,"Sadaidriene Hall, SFA (WAC)",So.,6-5,G,30,203,6.8,2023
194,"Eral Penn, DePaul (Big East)",Sr.,6-7,F,33,223,6.8,2023
195,"Maizen Fausett, Southern Utah (WAC)",Sr.,6-6,F,37,249,6.7,2023
196,"Zach Anderson, FGCU (ASUN)",Jr.,6-7,F,29,195,6.7,2023
196,"Jeremiah Kendall, Alcorn (SWAC)",Jr.,6-6,F,29,195,6.7,2023
198,"Keaton Hervey, Oakland (Horizon)",Sr.,6-7,F,32,215,6.7,2023
199,"KJ Buffen, UAB (C-USA)",Sr.,6-8,F,39,262,6.7,2023
200,"Damani Hayes, South Dakota (Summit League)",Sr.,6-4,G,31,208,6.7,2023
201,"Keion Brooks Jr., Washington (Pac-12)",Sr.,6-7,F,30,201,6.7,2023
202,"Khalid Moore, Fordham (Atlantic 10)",Sr.,6-7,F,33,221,6.7,2023
203,"Marco Anthony, Utah (Pac-12)",Sr.,6-5,G,29,194,6.7,2023
204,"Sam Mennenga, Davidson (Atlantic 10)",Jr.,6-9,F,32,214,6.7,2023
205,"Golden Dike, Loyola Maryland (Patriot)",Sr.,6-10,F,31,207,6.7,2023
206,"Nico Galette, Sacred Heart (NEC)",Jr.,6-6,F,33,220,6.7,2023
206,"Kevin Cross, Tulane (AAC)",Jr.,6-8,F,30,200,6.7,2023
208,"Dawson Garcia, Minnesota (Big Ten)",So.,6-11,F,26,173,6.7,2023
209,"DJ Burns, Murray St. (MVC)",Jr.,6-7,F,32,212,6.6,2023
210,"Patrick Gardner, Marist (MAAC)",Sr.,6-11,C,33,218,6.6,2023
210,"DeAndre Pinckney, Southern Miss. (Sun Belt)",Sr.,6-8,F,33,218,6.6,2023
212,"Johnny O'Neil, American (Patriot)",Jr.,6-9,F,30,198,6.6,2023
213,"Eric Dixon, Villanova (Big East)",Sr.,6-8,F,34,224,6.6,2023
214,"Jared Billups, Siena (MAAC)",So.,6-4,G,31,204,6.6,2023
215,"Myles Foster, Monmouth (CAA)",Jr.,6-7,F,33,217,6.6,2023
215,"Kamaka Hepa, Hawaii (Big West)",Sr.,6-10,F,33,217,6.6,2023
217,"Bernardo Da Silva, Hawaii (Big West)",Jr.,6-9,F,31,203,6.5,2023
217,"Jermaine Marshall, Samford (SoCon)",Jr.,6-6,F,31,203,6.5,2023
219,"Tristan Enaruna, Cleveland St. (Horizon)",Jr.,6-8,F,35,229,6.5,2023
220,"Vladislav Goldin, Fla. Atlantic (C-USA)",So.,7-1,F,39,255,6.5,2023
221,"Stephen Clark, The Citadel (SoCon)",Sr.,6-9,F,32,209,6.5,2023
221,"Hunter Goodrick, California Baptist (WAC)",Jr.,6-7,F,32,209,6.5,2023
221,"Emanuel Miller, TCU (Big 12)",Sr.,6-7,F,32,209,6.5,2023
224,"Leaky Black, North Carolina (ACC)",Sr.,6-7,G,33,215,6.5,2023
225,"Robert Vaihola, San Jose St. (Mountain West)",So.,6-8,F,35,228,6.5,2023
226,"Evan Taylor, Lehigh (Patriot)",Sr.,6-6,G,30,195,6.5,2023
227,"Michael Moreno, Eastern Ky. (ASUN)",Jr.,6-7,F,37,240,6.5,2023
228,"Andre Kelly, UC Santa Barbara (Big West)",Sr.,6-9,F,34,220,6.5,2023
229,"Maximus Edwards, George Washington (Atlantic 10)",Fr.,6-5,G,32,207,6.5,2023
230,"Deante Johnson, Cleveland St. (Horizon)",Sr.,6-9,F,35,226,6.5,2023
230,"Brandon Stroud, Kennesaw St. (ASUN)",Jr.,6-6,G,35,226,6.5,2023
232,"Eddy Kayouloud, Central Ark. (ASUN)",Sr.,6-7,F,31,200,6.5,2023
233,"D.J. Jeffries, Mississippi St. (SEC)",Sr.,6-7,F,34,219,6.4,2023
234,"Jalen Haynes, ETSU (SoCon)",So.,6-8,F,32,206,6.4,2023
235,"Tasos Kamateros, South Dakota (Summit League)",Sr.,6-8,F,31,199,6.4,2023
236,"Kevin Obanor, Texas Tech (Big 12)",Sr.,6-8,F,32,205,6.4,2023
236,"Touko Tainamo, Denver (Summit League)",So.,6-9,F,32,205,6.4,2023
238,"Malik Martin, Rhode Island (Atlantic 10)",Sr.,6-6,G,31,198,6.4,2023
239,"Yaw Obeng-Mensah, UMBC (America East)",Sr.,6-7,F,32,204,6.4,2023
240,"Kobe Brown, Missouri (SEC)",Sr.,6-7,F,34,216,6.4,2023
241,"Jordan Nesbitt, Hampton (CAA)",So.,6-6,G,32,203,6.3,2023
242,"Daylen Williams, UTRGV (WAC)",Jr.,6-8,F,32,202,6.3,2023
243,"Moses Wood, Portland (WCC)",Jr.,6-8,F,29,183,6.3,2023
244,"Aly Khalifa, Charlotte (C-USA)",So.,6-10,C,34,214,6.3,2023
245,"Kevin Davis, Bethune-Cookman (SWAC)",Sr.,6-6,G,32,201,6.3,2023
245,"Tosan Evbuomwan, Princeton (Ivy League)",Sr.,6-8,F,32,201,6.3,2023
245,"Josh Gray, South Carolina (SEC)",Jr.,7-0,C,32,201,6.3,2023
245,"Tyler Wahl, Wisconsin (Big Ten)",Sr.,6-9,F,32,201,6.3,2023
249,"Matt Cross, Massachusetts (Atlantic 10)",Jr.,6-7,F,25,157,6.3,2023
249,"Armon Harried, Binghamton (America East)",Sr.,6-5,F,25,157,6.3,2023
251,"Coleman Hawkins, Illinois (Big Ten)",Jr.,6-10,F,33,207,6.3,2023
252,"Tra'Von Fagan, UMBC (America East)",Sr.,6-8,F,31,194,6.3,2023
253,"Seth Lundy, Penn St. (Big Ten)",Sr.,6-6,F,36,225,6.2,2023
253,"Matt Rogers, American (Patriot)",Jr.,6-9,F,32,200,6.2,2023
255,"Julian Strawther, Gonzaga (WCC)",Jr.,6-7,G,37,231,6.2,2023
256,"Drew Peterson, Southern California (Pac-12)",Sr.,6-9,G,33,206,6.2,2023
256,"Devin Tillis, UC Irvine (Big West)",Jr.,6-6,F,33,206,6.2,2023
258,"Carter Hendricksen, North Florida (ASUN)",Sr.,6-7,F,31,193,6.2,2023
258,"Craig Porter Jr., Wichita St. (AAC)",Sr.,6-2,G,31,193,6.2,2023
260,"Zeke Mayo, South Dakota St. (Summit League)",So.,6-3,G,32,199,6.2,2023
261,"Jordan Miller, Miami (FL) (ACC)",Sr.,6-7,G,37,230,6.2,2023
261,"Anton Watson, Gonzaga (WCC)",Sr.,6-8,F,37,230,6.2,2023
263,"Abdou Tsimbila, Fordham (Atlantic 10)",Jr.,6-9,F,33,205,6.2,2023
264,"Andre Jackson Jr., UConn (Big East)",Jr.,6-6,G,36,223,6.2,2023
265,"Akok Akok, Georgetown (Big East)",Jr.,6-10,F,31,192,6.2,2023
266,"Sam Hofman, Houston Christian (Southland)",Sr.,6-5,F,32,198,6.2,2023
266,"Rytis Petraitis, Air Force (Mountain West)",Fr.,6-7,F,32,198,6.2,2023
268,"Marcus Shaver Jr., Boise St. (Mountain West)",Sr.,6-2,G,29,179,6.2,2023
269,"Keondre Kennedy, UNC Greensboro (SoCon)",Sr.,6-6,G,30,185,6.2,2023
270,"Walter Whyte, Boston U. (Patriot)",Sr.,6-6,F,31,191,6.2,2023
271,"James Rojas, Wichita St. (AAC)",Sr.,6-6,F,31,190,6.1,2023
271,"Jaylon Tyson, Texas Tech (Big 12)",So.,6-6,G,31,190,6.1,2023
273,"Felipe Haase, Southern Miss. (Sun Belt)",Sr.,6-9,F,33,202,6.1,2023
274,"Ryan Kalkbrenner, Creighton (Big East)",Jr.,7-1,C,34,208,6.1,2023
275,"Cameron Sheffield, Rice (C-USA)",So.,6-6,G,35,214,6.1,2023
275,"Garrett Sturtz, Drake (MVC)",Sr.,6-3,G,35,214,6.1,2023
277,"Torrence Watson, Elon (CAA)",Sr.,6-5,G,28,171,6.1,2023
278,"Charles Pride, Bryant (America East)",Sr.,6-4,G,29,177,6.1,2023
279,"Hunter Dean, George Washington (Atlantic 10)",Sr.,6-10,F,30,183,6.1,2023
280,"Michael Baer, Siena (MAAC)",Sr.,6-7,F,31,189,6.1,2023
280,"Antonio ""TJ"" Madlock, Alabama St. (SWAC)",So.,6-3,G,31,189,6.1,2023
280,"Brian Taylor, Central Mich. (MAC)",Sr.,6-6,G,31,189,6.1,2023
283,"Maxime Raynaud, Stanford (Pac-12)",So.,7-1,F,33,201,6.1,2023
284,"Lachlan Olbrich, UC Riverside (Big West)",Fr.,6-10,F,34,207,6.1,2023
285,"Miles Norris, UC Santa Barbara (Big West)",Sr.,6-10,F,35,213,6.1,2023
286,"Tyrel Morgan, Texas St. (Sun Belt)",Sr.,6-5,F,31,188,6.1,2023
286,"Juwan Perdue, Jacksonville St. (ASUN)",Jr.,6-6,F,31,188,6.1,2023
288,"Alonso Faure, Loyola Maryland (Patriot)",Jr.,6-10,F,32,194,6.1,2023
289,"Mady Sissoko, Michigan St. (Big Ten)",Jr.,6-9,C,34,206,6.1,2023
290,"Devontae Blanton, Eastern Ky. (ASUN)",Jr.,6-6,F,37,224,6.1,2023
291,"Sean Durugordon, Austin Peay (ASUN)",So.,6-5,F,27,163,6,2023
292,"Jaylen Clark, UCLA (Pac-12)",Jr.,6-5,G,30,181,6,2023
293,"Josh Smith, Stetson (ASUN)",Jr.,6-8,F,31,187,6,2023
294,"Cameron Brown, Saint Joseph's (Atlantic 10)",Sr.,6-5,G,33,199,6,2023
295,"Shaquan Jules, Radford (Big South)",Sr.,6-7,F,34,205,6,2023
296,"Donta Scott, Maryland (Big Ten)",Sr.,6-8,F,35,211,6,2023
297,"Blake Hinson, Pittsburgh (ACC)",Jr.,6-7,F,36,217,6,2023
298,"Jason Spurgin, Southern Utah (WAC)",Jr.,6-11,C,37,223,6,2023
299,"Charles Bediako, Alabama (SEC)",So.,7-0,C,37,222,6,2023
299,"Arthur Kaluma, Creighton (Big East)",So.,6-7,F,37,222,6,2023
299,"Ibrahima Diallo, San Jose St. (Mountain West)",Jr.,7-0,C,35,210,6,2023
299,"Keegan Records, Colgate (Patriot)",Sr.,6-10,F,35,210,6,2023
299,"Tae Williams, Cleveland St. (Horizon)",Jr.,6-7,G,35,210,6,2023
299,"Abou Ousmane, North Texas (C-USA)",Jr.,6-10,F,34,204,6,2023
299,"De'Lazarus Keys, A&M-Corpus Christi (Southland)",Sr.,6-8,F,33,198,6,2023
299,"George Tinsley, Mount St. Mary's (MAAC)",Sr.,6-6,F,33,198,6,2023
299,"Yann Farell, St. Bonaventure (Atlantic 10)",Fr.,6-6,F,32,192,6,2023
299,"Calvin Solomon, UTEP (C-USA)",Jr.,6-7,F,32,192,6,2023
299,"Pete Nance, North Carolina (ACC)",Sr.,6-10,F,30,180,6,2023
299,"Andre Weir, FGCU (ASUN)",So.,6-10,C,29,174,6,2023
311,"Jubrile Belo, Montana St. (Big Sky)",Sr.,6-9,F,35,209,6,2023
311,"Malevy Leons, Bradley (MVC)",Sr.,6-9,F,35,209,6,2023
313,"Andrew Carr, Wake Forest (ACC)",Jr.,6-10,F,33,197,6,2023
314,"Stephaun Walker, Robert Morris (Horizon)",Fr.,6-7,F,31,185,6,2023
315,"Lucas Monroe, Penn (Ivy League)",Sr.,6-6,F,30,179,6,2023
316,"Nathan Mensah, San Diego St. (Mountain West)",Sr.,6-10,F,39,232,5.9,2023
317,"Oso Ighodaro, Marquette (Big East)",Jr.,6-9,F,36,214,5.9,2023
318,"Ante Brzovic, Col. of Charleston (CAA)",So.,6-10,F,35,208,5.9,2023
318,"Setric Millner Jr., Toledo (MAC)",Sr.,6-7,F,35,208,5.9,2023
318,"Quincy Olivari, Rice (C-USA)",Jr.,6-3,G,35,208,5.9,2023
321,"Ahsan Asadullah, Lipscomb (ASUN)",Sr.,6-9,C,33,196,5.9,2023
321,"Tim Finke, Wright St. (Horizon)",Sr.,6-6,G,33,196,5.9,2023
323,"Gregory ""GG"" Jackson II, South Carolina (SEC)",Fr.,6-9,F,32,190,5.9,2023
323,"Chris Nix, UT Martin (OVC)",Jr.,6-9,F,32,190,5.9,2023
325,"Tyler Nelson, Navy (Patriot)",Sr.,6-6,F,31,184,5.9,2023
325,"Elijah Pepper, UC Davis (Big West)",Jr.,6-4,G,31,184,5.9,2023
327,"Jacco Fritz, Canisius (MAAC)",Sr.,6-10,F,30,178,5.9,2023
328,"Xzavier Long, Canisius (MAAC)",So.,6-7,G,28,166,5.9,2023
329,"Trey Woodbury, Utah Valley (WAC)",Sr.,6-4,G,37,219,5.9,2023
330,"Trazarien White, UNCW (CAA)",So.,6-6,F,34,201,5.9,2023
331,"Myles Burns, Ole Miss (SEC)",Sr.,6-6,F,33,195,5.9,2023
331,"Tyrese Samuel, Seton Hall (Big East)",Sr.,6-10,F,33,195,5.9,2023
