Rank,Player,Cl,Ht,Pos,G,FGM,3FG,FT,PTS,PPG,Year
76,"Johnell Davis, Fla. Atlantic (AAC)",Jr.,6-3,G,34,214,58,132,618,18.2,2024
77,"Sy Chatman, Buffalo (MAC)",Sr.,6-8,F,31,204,37,118,563,18.2,2024
78,"Jordan King, Richmond (Atlantic 10)",Sr.,6-0,G,33,200,84,111,595,18,2024
79,"Hunter Sallis, Wake Forest (ACC)",Jr.,6-5,G,34,224,75,90,613,18,2024
80,"Caleb Love, Arizona (Pac-12)",Sr.,6-4,G,36,218,92,120,648,18,2024
81,"Clark Slajchert, Penn (Ivy League)",Sr.,6-1,G,22,148,57,42,395,18,2024
82,"Sherif Gross-Bullock, Bryant (America East)",Sr.,6-4,G,32,193,84,104,574,17.9,2024
83,"Matt Balanc, Quinnipiac (MAAC)",Sr.,6-4,G,34,200,86,123,609,17.9,2024
83,"Cameron Tyson, Seattle U (WAC)",Sr.,6-3,G,34,200,117,92,609,17.9,2024
85,"Hunter Dickinson, Kansas (Big 12)",Sr.,7-2,C,33,250,23,68,591,17.9,2024
86,"Kaleb Higgins, CSU Bakersfield (Big West)",Sr.,5-10,G,32,208,41,115,572,17.9,2024
87,"Shahada Wells, McNeese (Southland)",Sr.,6-0,G,33,205,48,131,589,17.8,2024
88,"KyKy Tandy, Jacksonville St. (CUSA)",Sr.,6-2,G,32,190,84,107,571,17.8,2024
89,"Darlinstone Dubar, Hofstra (CAA)",Sr.,6-7,G,33,223,73,69,588,17.8,2024
90,"Jarod Lucas, Nevada (Mountain West)",Sr.,6-4,G,34,182,80,161,605,17.8,2024
91,"Ty Johnson, UC Davis (Big West)",Jr.,6-3,G,32,188,35,158,569,17.8,2024
92,"Great Osobor, Utah St. (Mountain West)",Jr.,6-8,F,35,218,3,181,620,17.7,2024
93,"Rashad Williams, Ark.-Pine Bluff (SWAC)",Sr.,6-2,G,29,167,104,75,513,17.7,2024
94,"Sean East II, Missouri (SEC)",Sr.,6-3,G,30,187,36,119,529,17.6,2024
94,"Dakota Leffew, Mount St. Mary's (MAAC)",Sr.,6-5,G,30,195,74,65,529,17.6,2024
96,"Walter Clayton Jr., Florida (SEC)",Jr.,6-2,G,36,202,93,136,633,17.6,2024
97,"Dawson Garcia, Minnesota (Big Ten)",Jr.,6-11,F,31,187,29,142,545,17.6,2024
97,"Marcus Tsohonis, Long Beach St. (Big West)",Sr.,6-3,G,31,188,39,130,545,17.6,2024
99,"Trey Alexander, Creighton (Big East)",Jr.,6-4,G,35,232,62,89,615,17.6,2024
100,"Jordan Pope, Oregon St. (Pac-12)",So.,6-2,G,32,201,66,94,562,17.6,2024
101,"Alston Mason, Missouri St. (MVC)",Jr.,6-2,G,30,180,72,94,526,17.5,2024
102,"Markus Burton, Notre Dame (ACC)",Fr.,5-11,G,33,210,42,115,577,17.5,2024
102,"Duke Miles, High Point (Big South)",Jr.,6-3,G,33,210,44,113,577,17.5,2024
104,"Kevin Cross, Tulane (AAC)",Sr.,6-8,F,30,177,22,148,524,17.5,2024
105,"Honor Huff, Chattanooga (SoCon)",So.,5-10,G,33,180,109,106,575,17.4,2024
106,"Robbie Avila, Indiana St. (MVC)",So.,6-10,C,37,224,61,135,644,17.4,2024
107,"Deon Perry, Loyola Maryland (Patriot)",So.,5-8,G,29,166,79,92,503,17.3,2024
108,"Kobe Julien, Louisiana (Sun Belt)",Jr.,6-6,F,33,194,53,131,572,17.3,2024
109,"Erik Reynolds II, Saint Joseph's (Atlantic 10)",Jr.,6-2,G,35,193,112,108,606,17.3,2024
110,"RJ Felton, East Carolina (AAC)",Jr.,6-3,G,33,201,70,98,570,17.3,2024
111,"Ryan Kalkbrenner, Creighton (Big East)",Sr.,7-1,C,35,241,16,106,604,17.3,2024
112,"Trey Townsend, Oakland (Horizon)",Jr.,6-6,F,36,220,12,169,621,17.3,2024
113,"Kam Jones, Marquette (Big East)",Jr.,6-4,G,36,235,95,55,620,17.2,2024
114,"Michael Ajayi, Pepperdine (WCC)",Jr.,6-7,G,33,206,39,117,568,17.2,2024
115,"Malik Mack, Harvard (Ivy League)",Fr.,6-1,G,24,134,45,100,413,17.2,2024
116,"Ja'Kobi Gillespie, Belmont (MVC)",So.,6-0,G,25,165,41,59,430,17.2,2024
117,"Terrence Edwards Jr., James Madison (Sun Belt)",Jr.,6-6,G,36,203,46,166,618,17.2,2024
118,"Jyare Davis, Delaware (CAA)",Jr.,6-7,F,32,200,20,127,547,17.1,2024
119,"Josh  Hubbard, Mississippi St. (SEC)",Fr.,5-10,G,35,184,108,122,598,17.1,2024
120,"Xaivian Lee, Princeton (Ivy League)",So.,6-3,G,29,170,52,103,495,17.1,2024
121,"Dominic Brewton, Cal St. Fullerton (Big West)",Sr.,6-3,G,31,203,32,90,528,17,2024
121,"Norchad Omier, Miami (FL) (ACC)",Jr.,6-7,F,31,198,24,108,528,17,2024
123,"Jordan Derkack, Merrimack (NEC)",So.,6-5,G,32,172,33,168,545,17,2024
124,"Branden Carlson, Utah (Pac-12)",Sr.,7-0,C,36,232,64,85,613,17,2024
125,"Quinten Post, Boston College (ACC)",Sr.,7-0,F,35,222,50,101,595,17,2024
125,"Kylen Milton, Ark.-Pine Bluff (SWAC)",Sr.,6-4,G,29,144,34,171,493,17,2024
127,"Tyren Moore, Ga. Southern (Sun Belt)",Sr.,5-11,G,32,187,73,96,543,17,2024
128,"Austin Benigni, Navy (Patriot)",So.,5-10,G,31,165,19,177,526,17,2024
129,"Malik Dia, Belmont (MVC)",So.,6-9,F,33,210,44,95,559,16.9,2024
129,"Tyler Robertson, Portland (WCC)",Sr.,6-6,G,33,201,67,90,559,16.9,2024
131,"DJ Horne, NC State (ACC)",Sr.,6-1,G,40,240,105,92,677,16.9,2024
132,"Caleb Fields, Fairfield (MAAC)",Sr.,6-2,G,35,202,113,75,592,16.9,2024
133,"Demarcus Sharp, Austin Peay (ASUN)",Sr.,6-3,G,29,206,1,77,490,16.9,2024
134,"Jamarii Thomas, Norfolk St. (MEAC)",Jr.,6-0,G,33,155,52,195,557,16.9,2024
135,"Sam Griffin, Wyoming (Mountain West)",Sr.,6-3,G,32,179,76,106,540,16.9,2024
136,"Isaiah Stafford, Valparaiso (MVC)",Jr.,6-2,G,29,176,57,80,489,16.9,2024
137,"Terrell Burden, Kennesaw St. (ASUN)",Sr.,5-10,G,31,175,35,137,522,16.8,2024
138,"Aanen Moody, Montana (Big Sky)",Sr.,6-3,G,36,228,87,63,606,16.8,2024
139,"AJ Storr, Wisconsin (Big Ten)",So.,6-6,G,36,216,48,125,605,16.8,2024
140,"Max Abmas, Texas (Big 12)",Sr.,6-0,G,34,194,92,90,570,16.8,2024
141,"B.J. Omot, North Dakota (Summit League)",So.,6-8,F,32,192,53,98,535,16.7,2024
142,"Tyson Degenhart, Boise St. (Mountain West)",Jr.,6-8,F,32,178,30,148,534,16.7,2024
142,"Travis Evee, Rice (AAC)",Sr.,6-1,G,32,184,74,92,534,16.7,2024
142,"Amar’e Marshall, UAlbany (America East)",So.,6-4,G,32,192,48,102,534,16.7,2024
145,"Desmond Claude, Xavier (Big East)",So.,6-5,G,34,204,27,131,566,16.6,2024
145,"Eric Dixon, Villanova (Big East)",Sr.,6-8,F,34,193,55,125,566,16.6,2024
147,"Trenton McLaughlin, Northern Ariz. (Big Sky)",Jr.,6-6,G,33,184,74,107,549,16.6,2024
148,"Marcus Tankersley, Detroit Mercy (Horizon)",So.,6-4,G,32,197,19,119,532,16.6,2024
149,"Caden Pierce, Princeton (Ivy League)",So.,6-6,F,29,178,27,99,482,16.6,2024
150,"Keyshawn Hall, George Mason (Atlantic 10)",So.,6-7,G,29,163,41,114,481,16.6,2024
151,"Jermaine Couisnard, Oregon (Pac-12)",Sr.,6-4,G,36,199,73,126,597,16.6,2024
152,"Tyler Stephenson-Moore, Stony Brook (CAA)",Sr.,6-3,G,33,177,87,106,547,16.6,2024
153,"Bryce Harris, Howard (MEAC)",Jr.,6-4,G,35,204,27,145,580,16.6,2024
154,"Elijah Elliott, UTRGV (WAC)",Jr.,6-1,G,30,171,34,121,497,16.6,2024
155,"Ryan Conwell, Indiana St. (MVC)",So.,6-4,G,38,204,109,112,629,16.6,2024
156,"Chisom Okpara, Harvard (Ivy League)",So.,6-8,F,26,147,27,109,430,16.5,2024
157,"Boogie Ellis, Southern California (Pac-12)",Sr.,6-3,G,29,162,87,67,478,16.5,2024
158,"Johni Broome, Auburn (SEC)",Jr.,6-10,F,35,218,28,112,576,16.5,2024
158,"Graham Ike, Gonzaga (WCC)",Jr.,6-9,F,35,232,7,105,576,16.5,2024
160,"Tyrece Radford, Texas A&M (SEC)",Sr.,6-2,G,31,187,35,101,510,16.5,2024
161,"Dae Dae Grant, Duquesne (Atlantic 10)",Sr.,6-2,G,34,165,83,146,559,16.4,2024
162,"Sean Pedulla, Virginia Tech (ACC)",Jr.,6-1,G,32,172,53,129,526,16.4,2024
163,"Kyle Filipowski, Duke (ACC)",So.,7-0,C,36,220,39,112,591,16.4,2024
164,"Ansley Almonor, FDU (NEC)",Jr.,6-7,F,32,178,93,76,525,16.4,2024
165,"Colby Rogers, Wichita St. (AAC)",Jr.,6-4,G,34,190,99,77,556,16.4,2024
165,"Payton Sandfort, Iowa (Big Ten)",Jr.,6-7,G,34,180,94,102,556,16.4,2024
167,"Isaiah Crawford, Louisiana Tech (CUSA)",Sr.,6-6,F,32,182,41,118,523,16.3,2024
168,"Matt Rogers, American (Patriot)",Sr.,6-9,F,31,189,49,79,506,16.3,2024
169,"Tanner Holden, Wright St. (Horizon)",Sr.,6-6,G,32,194,14,120,522,16.3,2024
170,"Isaiah Collier, Southern California (Pac-12)",Fr.,6-5,G,27,154,27,105,440,16.3,2024
171,"Dug McDaniel, Michigan (Big Ten)",So.,5-11,G,26,151,56,65,423,16.3,2024
172,"AJ Smith, The Citadel (SoCon)",So.,6-4,G,29,175,35,86,471,16.2,2024
173,"Tramon Mark, Arkansas (SEC)",Jr.,6-6,G,31,168,36,131,503,16.2,2024
173,"Cade Tyson, Belmont (MVC)",So.,6-7,F,31,176,80,71,503,16.2,2024
175,"Kezza Giffa, High Point (Big South)",Jr.,6-2,G,36,146,50,242,584,16.2,2024
176,"Jalen Leach, Fairfield (MAAC)",Sr.,6-4,G,32,181,46,111,519,16.2,2024
176,"Matthew Murrell, Ole Miss (SEC)",Sr.,6-4,G,32,178,78,85,519,16.2,2024
178,"Robert Ford III, Montana St. (Big Sky)",Sr.,6-0,G,35,185,84,113,567,16.2,2024
179,"Achor Achor, Samford (SoCon)",Jr.,6-9,F,33,191,27,121,530,16.1,2024
180,"Dusan Neskovic, Dartmouth (Ivy League)",Sr.,6-7,F,23,128,49,64,369,16,2024
181,"Isaiah Stevens, Colorado St. (Mountain West)",Sr.,6-0,G,36,209,66,92,576,16,2024
181,"Tristan da Silva, Colorado (Pac-12)",Sr.,6-9,F,34,197,64,86,544,16,2024
181,"Diante Smith, Nicholls (Southland)",Sr.,6-7,F,31,169,78,80,496,16,2024
184,"Jack Forrest, Bucknell (Patriot)",Sr.,6-5,G,33,180,86,81,527,16,2024
185,"Austin Crowley, Southern Miss. (Sun Belt)",Sr.,6-5,G,31,161,56,117,495,16,2024
186,"Tiger Booker, Eastern Ill. (OVC)",Sr.,5-10,G,28,153,25,116,447,16,2024
187,"Hysier Miller, Temple (AAC)",Jr.,6-1,G,36,194,77,109,574,15.9,2024
188,"Josh Oduro, Providence (Big East)",Sr.,6-9,F,34,202,16,122,542,15.9,2024
188,"Martaz Robinson, Delaware St. (MEAC)",Sr.,6-2,G,34,181,30,150,542,15.9,2024
190,"Josh Cohen, Massachusetts (Atlantic 10)",Sr.,6-10,F,31,167,11,149,494,15.9,2024
190,"Dominique Ford, Southern Utah (WAC)",Jr.,6-5,G,31,154,58,128,494,15.9,2024
190,"Jaelen House, New Mexico (Mountain West)",Sr.,6-0,G,31,159,60,116,494,15.9,2024
193,"Kel'el Ware, Indiana (Big Ten)",So.,7-0,C,30,188,17,85,478,15.9,2024
194,"Corey Washington, Saint Peter's (MAAC)",So.,6-6,F,26,137,24,116,414,15.9,2024
195,"Chaunce Jenkins, Old Dominion (Sun Belt)",Jr.,6-4,G,31,164,47,118,493,15.9,2024
196,"Jaylin Sellers, UCF (Big 12)",Jr.,6-4,G,33,173,52,126,524,15.9,2024
197,"Marcus Domask, Illinois (Big Ten)",Sr.,6-6,F,38,216,41,130,603,15.9,2024
198,"Isaiah Swope, Indiana St. (MVC)",Jr.,5-10,G,37,205,113,64,587,15.9,2024
199,"Antonio ""TJ"" Madlock, Alabama St. (SWAC)",Jr.,6-3,G,32,160,18,169,507,15.8,2024
200,"Jeremiah Kendall, Alcorn (SWAC)",Sr.,6-6,F,29,177,0,105,459,15.8,2024
201,"Gibson Jimerson, Saint Louis (Atlantic 10)",Jr.,6-5,G,33,161,79,121,522,15.8,2024
202,"Jalin Anderson, Ball St. (MAC)",Jr.,6-3,G,31,171,50,98,490,15.8,2024
203,"Emanuel Miller, TCU (Big 12)",Sr.,6-7,F,34,189,31,128,537,15.8,2024
204,"Pop Isaacs, Texas Tech (Big 12)",So.,6-2,G,34,168,73,127,536,15.8,2024
205,"KK Robinson, Little Rock (OVC)",Sr.,6-0,G,28,141,42,117,441,15.8,2024
206,"Kadary Richmond, Seton Hall (Big East)",Sr.,6-6,G,35,202,17,130,551,15.7,2024
207,"Jalen Jackson, Purdue Fort Wayne (Horizon)",So.,6-2,G,36,196,41,133,566,15.7,2024
208,"Myron Amey Jr., San Jose St. (Mountain West)",Jr.,6-2,G,32,178,71,76,503,15.7,2024
209,"Bruce Thornton, Ohio St. (Big Ten)",So.,6-2,G,35,181,58,130,550,15.7,2024
210,"Vladislav Goldin, Fla. Atlantic (AAC)",Jr.,7-1,C,34,204,0,126,534,15.7,2024
211,"Jacob Meyer, Coastal Carolina (Sun Belt)",Fr.,6-2,G,31,181,47,77,486,15.7,2024
212,"Rytis Petraitis, Air Force (Mountain West)",So.,6-7,F,24,127,22,100,376,15.7,2024
213,"Ebby Asamoah, ETSU (SoCon)",Sr.,6-5,G,34,175,102,80,532,15.6,2024
214,"Dante Maddox Jr., Toledo (MAC)",Jr.,6-2,G,32,161,72,106,500,15.6,2024
214,"Corey Tripp, Wofford (SoCon)",Jr.,6-2,G,32,192,51,65,500,15.6,2024
216,"Darren Buchanan Jr., George Washington (Atlantic 10)",Fr.,6-7,F,29,160,10,123,453,15.6,2024
217,"Jordan Lathon, Morehead St. (OVC)",Sr.,6-4,G,31,178,66,62,484,15.6,2024
218,"Kaleb Stewart, South Dakota (Summit League)",Jr.,6-3,G,28,154,66,63,437,15.6,2024
219,"Jay Alvarez, Houston Christian (Southland)",Jr.,6-5,G,25,147,7,89,390,15.6,2024
220,"Simeon Cottle, Kennesaw St. (ASUN)",So.,6-1,G,31,167,76,73,483,15.6,2024
221,"Jamir Watkins, Florida St. (ACC)",Jr.,6-7,F,33,159,33,163,514,15.6,2024
222,"Kevin Miller, Wake Forest (ACC)",So.,6-0,G,35,188,38,131,545,15.6,2024
223,"Isaiah Cozart, Eastern Ky. (ASUN)",Sr.,6-7,F,30,189,0,89,467,15.6,2024
223,"Jalyn McCreary, Mercer (SoCon)",Sr.,6-8,F,30,189,1,88,467,15.6,2024
225,"Ali Abdou Dibba, Abilene Christian (WAC)",Jr.,6-4,G,31,175,17,115,482,15.5,2024
226,"Ali Ali, Akron (MAC)",Sr.,6-8,F,27,139,31,110,419,15.5,2024
227,"Zyon Pullin, Florida (SEC)",Sr.,6-4,G,33,158,35,161,512,15.5,2024
228,"Ra'Heim Moss, Toledo (MAC)",Jr.,6-4,G,32,170,28,128,496,15.5,2024
229,"LJ Cryer, Houston (Big 12)",Sr.,6-1,G,37,200,112,61,573,15.5,2024
230,"Damarco Minor, SIUE (OVC)",Jr.,6-0,G,33,176,40,119,511,15.5,2024
231,"Maxime Raynaud, Stanford (Pac-12)",Jr.,7-1,F,32,202,22,69,495,15.5,2024
232,"Deuce Turner, San Diego (WCC)",Jr.,6-2,G,31,153,64,109,479,15.5,2024
233,"Cedric Coward, Eastern Wash. (Big Sky)",Jr.,6-6,F,32,183,51,77,494,15.4,2024
234,"Dionte Bostick, CSUN (Big West)",Jr.,6-2,G,34,196,49,83,524,15.4,2024
234,"Jakobi Heady, Bethune-Cookman (SWAC)",So.,6-6,G,34,197,40,90,524,15.4,2024
234,"Jalen Sullinger, Kent St. (MAC)",Jr.,5-10,G,34,183,83,75,524,15.4,2024
237,"Tre Dinkins, Canisius (MAAC)",Jr.,6-2,G,32,171,85,66,493,15.4,2024
238,"Allan Jeanne-Rose, Central Conn. St. (NEC)",Sr.,6-7,F,30,165,21,111,462,15.4,2024
239,"Malik Reneau, Indiana (Big Ten)",So.,6-9,F,33,198,15,97,508,15.4,2024
239,"Isaiah Rivera, UIC (MVC)",Sr.,6-5,G,33,176,69,87,508,15.4,2024
241,"Keyshaun Langley, UNC Greensboro (SoCon)",Sr.,6-1,G,31,164,82,67,477,15.4,2024
241,"Ahmad Robinson, New Hampshire (America East)",Jr.,5-10,G,31,158,35,126,477,15.4,2024
241,"Leland Walker, Eastern Ky. (ASUN)",So.,6-1,G,31,165,38,109,477,15.4,2024
244,"Nick Caldwell, Southeastern La. (Southland)",Sr.,6-7,F,32,176,41,99,492,15.4,2024
244,"Jahsean Corbett, Chicago St. (DI Independent)",Jr.,6-7,G,32,181,25,105,492,15.4,2024
246,"Jamison Battle, Ohio St. (Big Ten)",Sr.,6-7,F,35,179,91,88,537,15.3,2024
247,"Tyler Kolek, Marquette (Big East)",Sr.,6-3,G,31,174,47,80,475,15.3,2024
248,"Fred Cleveland Jr., N.C. Central (MEAC)",Sr.,5-9,G,29,146,71,81,444,15.3,2024
249,"Chris Youngblood, South Fla. (AAC)",Sr.,6-4,G,33,160,69,116,505,15.3,2024
250,"Isaac Jones, Washington St. (Pac-12)",Sr.,6-9,F,35,199,1,136,535,15.3,2024
251,"Tylor Perry, Kansas St. (Big 12)",Sr.,5-11,G,34,133,93,160,519,15.3,2024
252,"Matt Cross, Massachusetts (Atlantic 10)",Sr.,6-7,F,28,149,26,103,427,15.3,2024
252,"Max Jones, Cal St. Fullerton (Big West)",Jr.,6-4,G,24,103,42,118,366,15.3,2024
254,"Touko Tainamo, Denver (Summit League)",Jr.,6-9,F,34,182,35,118,517,15.2,2024
255,"Rob Dillingham, Kentucky (SEC)",Fr.,6-2,G,32,172,64,78,486,15.2,2024
256,"Daniel Batcho, Louisiana Tech (CUSA)",Jr.,6-11,F,28,161,0,103,425,15.2,2024
257,"Tyler Whitney-Sidney, Lehigh (Patriot)",Jr.,6-2,G,32,168,38,111,485,15.2,2024
258,"Darius Johnson, UCF (Big 12)",Jr.,6-1,G,33,159,71,111,500,15.2,2024
259,"Will Pruitt, Lipscomb (ASUN)",Jr.,6-3,G,29,150,36,103,439,15.1,2024
260,"Javon Small, Oklahoma St. (Big 12)",So.,6-2,G,31,149,61,110,469,15.1,2024
261,"Keisei Tominaga, Nebraska (Big Ten)",Sr.,6-2,G,32,169,76,70,484,15.1,2024
262,"Jordan Wright, LSU (SEC)",Sr.,6-6,G,33,148,52,151,499,15.1,2024
263,"Don McHenry, Western Ky. (CUSA)",Jr.,6-2,G,34,194,47,79,514,15.1,2024
264,"Joseph Girard III, Clemson (ACC)",Sr.,6-1,G,36,162,105,115,544,15.1,2024
265,"Marcus Greene, Houston Christian (Southland)",Jr.,6-2,G,28,148,61,66,423,15.1,2024
266,"Marcus Banks, UMBC (America East)",Fr.,6-2,G,32,165,85,68,483,15.1,2024
266,"Kenan Blackshear, Nevada (Mountain West)",Sr.,6-6,G,32,179,5,120,483,15.1,2024
268,"Tristen Newton, UConn (Big East)",Sr.,6-5,G,40,182,71,168,603,15.1,2024
269,"Joe French, Ark.-Pine Bluff (SWAC)",Sr.,6-5,G,31,150,109,58,467,15.1,2024
270,"Christyon Eugene, Troy (Sun Belt)",Sr.,6-3,G,32,157,65,103,482,15.1,2024
271,"Jamar Brown, Kansas City (Summit League)",Jr.,6-5,G,32,172,58,79,481,15,2024
272,"Jimmy Clark III, Duquesne (Atlantic 10)",Sr.,6-3,G,37,193,67,102,555,15,2024
272,"Tae Hardy, UTEP (CUSA)",Sr.,6-3,G,34,177,68,88,510,15,2024
274,"Dre Davis, Seton Hall (Big East)",Sr.,6-6,F,37,207,35,105,554,15,2024
274,"Al-Amir Dawes, Seton Hall (Big East)",Sr.,6-2,G,37,188,91,87,554,15,2024
276,"Khalil Brantley, La Salle (Atlantic 10)",Jr.,6-1,G,33,172,47,103,494,15,2024
276,"Kevon Voyles, Marshall (Sun Belt)",Sr.,6-3,G,33,191,61,51,494,15,2024
278,"Melvin Council Jr., Wagner (NEC)",Jr.,6-4,G,33,185,31,92,493,14.9,2024
278,"Daniss Jenkins, St. John's (NY) (Big East)",Sr.,6-3,G,33,190,56,57,493,14.9,2024
280,"Rasheed Bello, Purdue Fort Wayne (Horizon)",Jr.,6-0,G,36,198,49,92,537,14.9,2024
281,"Tymu Chenery, Binghamton (America East)",Sr.,6-6,F,27,148,33,73,402,14.9,2024
282,"Jevin Muniz, Delaware St. (MEAC)",So.,6-6,G,34,177,49,103,506,14.9,2024
283,"Dejour Reaves, Northern Colo. (Big Sky)",Jr.,6-0,G,30,165,46,70,446,14.9,2024
284,"Kimani Hamilton, High Point (Big South)",So.,6-7,F,36,179,31,146,535,14.9,2024
285,"PJ Henry, Texas Southern (SWAC)",Sr.,5-10,G,28,155,67,39,416,14.9,2024
286,"Zhuric Phelps, SMU (AAC)",Jr.,6-5,G,33,170,30,120,490,14.8,2024
287,"Myles Rice, Washington St. (Pac-12)",Fr.,6-3,G,35,190,36,103,519,14.8,2024
288,"RJ Johnson, Charleston So. (Big South)",So.,6-1,G,28,123,38,131,415,14.8,2024
289,"Kyrese Mullen, Hampton (CAA)",So.,6-7,F,27,152,33,63,400,14.8,2024
290,"Roger McFarlane, Southeastern La. (Southland)",Jr.,6-5,G,32,166,58,84,474,14.8,2024
290,"DaQuan Smith, Radford (Big South)",Sr.,6-1,G,32,169,65,71,474,14.8,2024
292,"Wynston Tabbs, Morgan St. (MEAC)",Sr.,6-3,G,24,120,44,71,355,14.8,2024
293,"Allen Flanigan, Ole Miss (SEC)",Sr.,6-6,G,32,160,15,138,473,14.8,2024
294,"Tariq Francis, NJIT (America East)",Fr.,6-0,G,27,139,58,63,399,14.8,2024
295,"Olivier Nkamhoua, Michigan (Big Ten)",Sr.,6-8,F,26,154,27,49,384,14.8,2024
296,"Pierre Brooks, Butler (Big East)",Jr.,6-6,G,33,181,80,45,487,14.8,2024
297,"Khalif Battle, Arkansas (SEC)",Sr.,6-5,G,32,119,48,186,472,14.8,2024
297,"Javontae Hopkins, Prairie View (SWAC)",Sr.,6-0,G,28,143,12,115,413,14.8,2024
299,"Nana Owusu-Anane, Brown (Ivy League)",Jr.,6-8,F,31,162,22,111,457,14.7,2024
300,"Jacari Lane, North Ala. (ASUN)",So.,6-0,G,32,158,25,130,471,14.7,2024
301,"Po'Boigh King, N.C. Central (MEAC)",So.,6-4,G,29,142,45,97,426,14.7,2024
302,"Jaden Seymour, ETSU (SoCon)",Jr.,6-8,F,35,170,44,130,514,14.7,2024
303,"Houston Mallette, Pepperdine (WCC)",Jr.,6-5,G,31,152,66,85,455,14.7,2024
304,"Jamir Chaplin, Little Rock (OVC)",Sr.,6-5,G,34,192,30,85,499,14.7,2024
305,"Selton Miguel, South Fla. (AAC)",Jr.,6-4,F,33,166,71,81,484,14.7,2024
305,"Ezra Manjon, Vanderbilt (SEC)",Sr.,6-0,G,30,156,14,114,440,14.7,2024
307,"Dezi Jones, Austin Peay (ASUN)",Sr.,5-10,G,35,183,67,79,512,14.6,2024
308,"Brooks Barnhizer, Northwestern (Big Ten)",Jr.,6-6,G,34,173,40,111,497,14.6,2024
309,"Jailen Bedford, Oral Roberts (Summit League)",Jr.,6-4,G,31,159,66,69,453,14.6,2024
309,"Joe Octave, Holy Cross (Patriot)",Sr.,6-4,G,31,153,36,111,453,14.6,2024
311,"Lu'cye Patterson, Charlotte (AAC)",Sr.,6-2,G,31,154,41,103,452,14.6,2024
312,"Zion Harmon, Bethune-Cookman (SWAC)",So.,6-0,G,28,130,39,109,408,14.6,2024
313,"Earl Timberlake, Bryant (America East)",Sr.,6-6,G,30,183,1,70,437,14.6,2024
314,"Ayinde Hikim, UMass Lowell (America East)",Sr.,5-11,G,32,167,24,108,466,14.6,2024
315,"Cam Carter, Kansas St. (Big 12)",Jr.,6-3,G,34,168,59,100,495,14.6,2024
316,"Brandon Noel, Wright St. (Horizon)",So.,6-8,F,31,166,32,87,451,14.5,2024
317,"Armando Bacot, North Carolina (ACC)",Sr.,6-10,F,37,194,4,146,538,14.5,2024
318,"Marquis Barnett, Presbyterian (Big South)",Jr.,6-4,G,31,159,25,107,450,14.5,2024
318,"Lucas Taylor, Georgia St. (Sun Belt)",So.,6-5,G,31,169,64,48,450,14.5,2024
320,"Ja'Kobe Walter, Baylor (Big 12)",Fr.,6-5,G,35,144,75,145,508,14.5,2024
320,"Anton Watson, Gonzaga (WCC)",Sr.,6-8,F,35,203,21,81,508,14.5,2024
322,"Brayden Parker, Idaho St. (Big Sky)",Sr.,6-8,C,34,187,44,75,493,14.5,2024
322,"Elijah Morgan, The Citadel (SoCon)",Sr.,6-1,G,32,150,84,80,464,14.5,2024
324,"Tucker Anderson, Central Ark. (ASUN)",Fr.,6-9,F,31,148,75,78,449,14.5,2024
324,"Connor Hickman, Bradley (MVC)",Jr.,6-3,G,31,164,74,47,449,14.5,2024
326,"Fardaws Aimaq, California (Pac-12)",Sr.,6-11,C,32,179,16,89,463,14.5,2024
327,"Yohan Traore, UC Santa Barbara (Big West)",So.,6-11,F,30,158,0,118,434,14.5,2024
328,"Ziggy Reid, Youngstown St. (Horizon)",Sr.,6-6,F,31,154,45,95,448,14.5,2024
329,"Geronimo Rubio De La Rosa, Columbia (Ivy League)",Jr.,6-2,G,25,116,57,72,361,14.4,2024
330,"Taje' Kelly, Charleston So. (Big South)",Jr.,6-7,F,30,164,15,90,433,14.4,2024
331,"Markeese Hastings, Robert Morris (Horizon)",Sr.,6-7,F,31,170,24,83,447,14.4,2024
332,"Peter Filipovity, Maine (America East)",Sr.,6-7,F,32,176,11,98,461,14.4,2024
333,"Obinna Anochili-Killen, Marshall (Sun Belt)",Sr.,6-8,F,30,146,30,110,432,14.4,2024
334,"Arthur Kaluma, Kansas St. (Big 12)",So.,6-7,F,33,153,51,118,475,14.4,2024
335,"Tyler Cochran, Toledo (MAC)",Sr.,6-2,G,32,183,28,66,460,14.4,2024
335,"Treysen Eaglestaff, North Dakota (Summit League)",So.,6-6,G,32,160,80,60,460,14.4,2024
337,"Walyn Napper, Longwood (Big South)",Sr.,6-1,G,35,199,24,81,503,14.4,2024
338,"Adama Bal, Santa Clara (WCC)",Jr.,6-7,G,30,139,52,101,431,14.4,2024
339,"Tyler Bilodeau, Oregon St. (Pac-12)",So.,6-9,F,32,171,30,87,459,14.3,2024
340,"Cam Spencer, UConn (Big East)",Sr.,6-4,G,40,196,99,82,573,14.3,2024
341,"Kenyon Giles, Radford (Big South)",So.,5-11,G,32,181,51,45,458,14.3,2024
342,"Reece Beekman, Virginia (ACC)",Sr.,6-3,G,34,180,31,95,486,14.3,2024
343,"Dominick Harris, LMU (CA) (WCC)",Jr.,6-3,G,24,112,65,54,343,14.3,2024
344,"Lahat Thioune, South Dakota (Summit League)",Sr.,6-10,F,31,189,0,65,443,14.3,2024
344,"Sahvir Wheeler, Washington (Pac-12)",Sr.,5-9,G,31,175,24,69,443,14.3,2024
